key,N,R2,R2adj,RMSE,x_Intercept__B,x_Intercept__p,caliber_B,caliber_p,myelin_B,myelin_p,length_B,length_p,dom_X1,domfrac_X1,dom_X2,domfrac_X2,dom_X3,domfrac_X3
DorsAtt–SomMot,969,0.367633982887102,0.365668078170689,0.796449572684493,3.73379629150946e-15,0.999999999999884,0.489390443756433,1.68265170882386e-25,-0.445098268454776,1.46607738047905e-26,0.371782200560537,3.86162082122243e-16,0.174614881464894,39.846893949838,0.182995066342586,41.7592414845959,0.0806045882733276,18.3938645655661
DorsAtt–Visual,460,0.345010608742244,0.340701468010285,0.81197200197403,-9.47332605286332e-16,0.99999999999998,0.726429958486623,5.64781700319997e-25,-0.0871221736877845,0.168752758093276,0.293506628418292,1.27107955516205e-05,0.244651584123276,60.68537746736,0.0866912526150836,21.5036064733337,0.0718046665541154,17.8110160593064
Limbic–Limbic,123,0.699641841716729,0.692069787306226,0.554914599459929,1.37801815336009e-15,0.999999999999978,0.944138117500834,3.54099902111002e-18,-0.365618619173823,3.31025733513612e-07,0.373703259854655,0.000773933062417531,0.446566564902143,53.0778352174036,0.175061243905073,20.8073612922259,0.219715028693662,26.1148034903705
Limbic–SalVentAtt,90,0.174721017836639,0.145932216133266,0.924157878214937,1.31050043122714e-16,0.999999999999999,0.352749828177243,0.060578525242181,0.00119543540511271,0.994384989085097,-0.0790800716055489,0.65279420419802,0.103614677950281,45.6975311260738,0.0567361985915447,25.0225571550425,0.066389333261677,29.2799117188836
Limbic–SomMot,11,0.206667969671424,-0.133331471897966,1.06458042058736,6.56691804303574e-17,1,-0.200110861482241,0.675692493471043,0.368907650166262,0.559069128914768,-0.581095716369253,0.274552506278802,0.0318735581349902,19.5373523828665,0.0248652443737386,15.2415064348437,0.106402842840014,65.2211411822898
Limbic–Visual,352,0.54419547200105,0.540266122621749,0.678036781729613,-4.99778231785944e-16,0.999999999999989,0.237713898597666,4.22636146119222e-05,-0.185092884723727,9.20712168960095e-05,-0.404408169918366,1.18584601787823e-10,0.223531021483963,33.3103750580736,0.171945398414291,25.6231357628401,0.275578832689738,41.0664891790863
SalVentAtt–SalVentAtt,426,0.309091720668161,0.304180050435944,0.83415822813424,1.84976110714764e-16,0.999999999999996,0.366765351820102,4.50522809691845e-08,-0.168086978676671,0.00778964533905636,-0.0700962339538384,0.334585305893338,0.168802669622243,42.0953557327096,0.116513549546483,29.0556975598542,0.115684477188561,28.8489467074361
SalVentAtt–SomMot,1089,0.340932001034736,0.339109693203496,0.812951601755297,1.89621291109264e-15,0.999999999999939,0.553527045789846,1.14494276899425e-43,-0.0556566549504044,0.100593464789821,0.00529462708289994,0.899420406304867,0.233350092745639,57.2998374007866,0.0721518891779087,17.7171196694586,0.101741918462172,24.9830429297547
SalVentAtt–Visual,158,0.300701528745772,0.287078831253806,0.844346592784144,-5.93130360424498e-16,0.999999999999993,-0.178074880871196,0.0303197259154481,0.0970820795763171,0.196583206255541,-0.582718667465353,1.04377925098227e-11,0.0228367464595092,7.29746777457626,0.0287916066848553,9.20033956384877,0.261312343066319,83.502192661575
SomMot–SomMot,1384,0.441149195961564,0.439934302909307,0.748375371782566,9.0397468171685e-17,0.999999999999996,0.553082700177568,2.36818429876608e-48,-0.385899615631773,5.5042267351941e-26,0.299721892808915,9.90803092922042e-17,0.240117274179325,44.0712588902564,0.196551591248538,36.0751890625621,0.108169834953377,19.8535520471815
SomMot–Visual,138,0.342594246272508,0.327876207009952,0.819831563792251,3.08429241587099e-15,0.999999999999965,-0.179335636188728,0.0270143591600749,-0.526672214159323,7.40279793410111e-12,-0.259349835253035,0.00154385593884872,0.0142207118141673,4.18274383345792,0.282658994910229,83.1386067998595,0.0431055369430581,12.6786493666826
Visual–Visual,1064,0.45010270711821,0.448546394025148,0.74259922298293,-1.07174272417942e-15,0.999999999999962,0.954673108680252,3.13592431621327e-91,-0.119553926591373,0.00193078391866062,0.616835343695594,1.61642066971386e-51,0.288363865581602,61.459681906975,0.0900890812924591,19.2009018479443,0.0907389796609119,19.3394162450807
