key,N,R2,R2adj,RMSE,x_Intercept__B,x_Intercept__p,caliber_B,caliber_p,myelin_B,myelin_p,length_B,length_p,dom_X1,domfrac_X1,dom_X2,domfrac_X2,dom_X3,domfrac_X3
1,18332,0.328774653344361,0.32866478450761,0.819350483915392,-1.04367690640007e-14,0.999999999998624,0.57500216031436,0,-0.225213316577917,8.23481731106079e-151,0.238072117012996,5.89890767952401e-123,0.205235186712886,52.0480270269634,0.115570353171162,29.3088576170095,0.0735133199001364,18.6431153560271
