n_edges,n_obs,R2,R2_adj,B_Intercept,p_Intercept,B_myelin,p_myelin,B_caliber,p_caliber,B_myelin_x_caliber,p_myelin_x_caliber,B_length,p_length,B_myelin_x_length,p_myelin_x_length,dom_caliber,domfrac_caliber,dom_myelin,domfrac_myelin,dom_length,domfrac_length,dom_myelin_x_caliber,domfrac_myelin_x_caliber,dom_myelin_x_length,domfrac_myelin_x_length,level,key
122.0,122.0,0.46501940419774324,0.4419598957579908,-0.10099244263586078,0.4838237207801349,-0.17716057474326963,0.4490331477257129,0.8354669111099016,4.5645894180574365e-08,0.2911010957953465,0.014753972879045228,0.5022481081548161,0.017127649973193926,0.4064798312377664,0.07911845248208856,0.2578240141053712,51.39928369311543,0.10317354145776203,20.568472434237997,0.08981064537349542,17.904471995100735,0.01705102019193866,3.399257540627347,0.03375090955873039,6.7285143369184865,nodewise,29
111.0,111.0,0.570952588400609,0.5505217592768286,-0.09008871297410391,0.4732162183188138,-0.2751053200361839,0.1423030271185299,0.9274630516693748,1.2261747988426557e-10,0.36821899367257177,0.0019893008096240625,0.5490046072408424,0.002446682588047503,0.4578281591717125,0.029090864320235523,0.3446560000624065,53.480341015108436,0.12473301838678708,19.35484761025862,0.10874472451596645,16.873940826954602,0.021648089224565348,3.359138369404905,0.04467179978139385,6.931732178273421,nodewise,30
127.0,127.0,0.37340041603165064,0.34750787123957005,-0.06773515481342761,0.5521260648019953,-0.2592933365901788,0.14353945254915307,0.8452133275012336,1.9497849762330004e-07,0.21072867458900502,0.09703689209822032,0.685493125263304,0.0004536754642126717,0.2751677244509748,0.11628613086517244,0.18121238282709246,44.952435519354516,0.06720868136973951,16.672116267555477,0.07634374810809763,18.93820588082913,0.023925106628790938,5.934979697555264,0.05443035860734946,13.502262634705614,nodewise,31
74.0,74.0,0.569460561658005,0.5378032500152112,0.04837361853068858,0.7287646062274031,-0.410088073059249,0.1329815312001522,0.7497628979309104,0.0002804352732205883,0.04567871997308341,0.7201190655951718,0.32767450115058644,0.12443255602116027,-0.01788286317225287,0.9382806684381745,0.3087386424857587,42.83937734561669,0.24366757792192323,33.81036864528946,0.15684326168564006,21.76296305953464,0.000769102327977278,0.10671765795281249,0.010670327546158986,1.4805732916064054,nodewise,32
120.0,120.0,0.6058074695064386,0.5885183234321596,-0.20253091989177352,0.010218643060938837,-0.47274192475071874,8.270067555000922e-05,-0.07430104498055597,0.6003928114497507,-0.15502098474365839,0.14523192973327642,0.03567153809328478,0.762557950358667,0.1043511309993508,0.499043952671017,0.20178407083038463,26.73361608170452,0.35261517681166393,46.71666461417188,0.10300049518478499,13.646149981829309,0.051332272742635354,6.8008206319540605,0.046063258716220024,6.102748690340257,nodewise,33
91.0,91.0,0.6946831745889647,0.6767233613294921,-0.05163537858256205,0.44983701231035844,-0.3150353701148098,0.0012776195773609212,0.5065513839334235,4.130768105340244e-06,0.04626600025767673,0.6477708571354488,-0.053884071037622425,0.6491151552205032,0.12878876456607793,0.2552495034910381,0.33603343420452514,38.649434696573415,0.30089291884019675,34.607690883215525,0.20617031572817063,23.713015857993298,0.00312340895648644,0.35924398648064504,0.02321937679986741,2.670614575737125,nodewise,34
100.0,100.0,0.4136836876129707,0.3824966497200437,0.009141976355972137,0.9252883419511332,-0.08284327062514765,0.5770867421720387,0.4928063073752795,0.0008014853212704449,-0.22811076386988408,0.182333486531283,-0.05861716002355083,0.7098890887526674,-0.23314070514245133,0.23608913175611834,0.24239017444902228,46.09711408965583,0.11042037798178278,20.999451703103855,0.1592732388427585,30.29015792019146,0.006191186571540053,1.1774232779334433,0.00755007484168585,1.4358530091153894,nodewise,35
67.0,67.0,0.6863755524708866,0.6606686305422707,0.008280853914029537,0.929580958535366,-0.4131172724768666,0.003310480495004453,0.5034482098302332,0.0012759463386309371,-0.02381712500798787,0.8838122527759481,0.03167903722768383,0.8487102470496246,-0.03764653568858689,0.8479686750826677,0.33832593091169927,38.13475641186542,0.3236951086402805,36.485628182402365,0.21895806578187416,24.680084321364788,6.012589168669091e-05,0.006777151923706934,0.006146010651161271,0.6927539324437302,nodewise,36
90.0,90.0,0.5322298891935531,0.5043864302169788,-0.04883088240424374,0.6560261778368188,-0.344337888860039,0.052573333119268685,0.36040463030197045,0.014695891135058875,-0.2032740711538311,0.15017800521426344,0.09278893329693774,0.5790831341353424,-0.14960155280731194,0.49024535994503204,0.2322606770814375,34.09289916329432,0.2856469450475536,41.929321037821225,0.1348183398641768,19.78960934803659,0.015505697288790421,2.2760382031347612,0.013026558064068716,1.91213224771309,nodewise,37
80.0,80.0,0.6396580253503421,0.6153105946307706,-0.16080482841328583,0.10605200135987598,-0.40806607354031543,0.0014414714804467253,0.3040500876601179,0.021005226439153882,-0.1990657430832775,0.10713264661036162,0.1500598862613573,0.32044250074040737,0.02388230154389462,0.8904067086468356,0.25325789227986145,31.604168325062204,0.3269565587455309,40.80105865430723,0.11969373393900418,14.93663585687316,0.04337826174877729,5.413193143225012,0.05805687507589263,7.244944020532394,nodewise,38
48.0,48.0,0.6199969941847423,0.5747585411114973,0.04118017502998879,0.7477151060091138,-0.5803128878255011,0.0001627301275961378,0.49492231802631226,0.03321209488670297,-0.42043802959494153,0.05604346944664628,0.2749439074814885,0.22902955211129847,-0.4613784786993801,0.08987395325689648,0.2661530042513409,32.28442543686722,0.33102913056929134,40.153915652227425,0.18329374262613096,22.23357644788953,0.024547073718036938,2.977566131077229,0.01937767127095591,2.3505163319385987,nodewise,39
107.0,107.0,0.501883974248881,0.47722476505328104,-0.06601291444842788,0.44481170452336105,-0.3887612796989872,0.0005336799614567995,0.5207355134278323,0.00023897006457012098,-0.004475983422073532,0.9749562634678555,0.26022210721232847,0.058859750233252545,0.09766913202864293,0.5835203511439886,0.2230395431580116,35.74039425991196,0.25453689556386,40.78760596591375,0.12028720829152545,19.27511233161726,0.007272176673536024,1.1653111271653738,0.018918688795551863,3.031576315391653,nodewise,40
49.0,49.0,0.7240848240927427,0.6920016641035267,-0.09341806762545676,0.37742556112708936,-0.6267466381669817,2.4850578779214436e-05,0.3546466116044341,0.08312681831656586,0.17729934639319567,0.20050163071951888,0.2984403282864083,0.13464832640816582,0.3507432155304311,0.06420548938886893,0.2199988044883019,27.75194063716773,0.3921216997225215,49.464533039420985,0.11526226338175544,14.53985851657734,0.01596974073641977,2.014516842211507,0.04938053821572119,6.229150964622431,nodewise,41
70.0,70.0,0.6993062899444829,0.6758145938463955,-0.08165397199025705,0.3357377729121408,-0.5171283099292471,0.0001110788980202464,0.3430370916731435,0.03869882180258339,0.2286882141832003,0.15829868752636356,0.1505955612556618,0.322413194446145,0.4259932572082075,0.029893468915825765,0.2333304084829131,29.22654884134468,0.4079011288326744,51.09296444376991,0.11049330215880665,13.840193025772313,0.014621757338419139,1.8314951222008922,0.0320042784463192,4.008798566912212,nodewise,42
89.0,89.0,0.6731582076410508,0.653468943041114,-0.11392179398802664,0.1513348429879158,-0.5541056816693174,3.07558616680239e-07,0.3030416597482458,0.036169945233406615,-0.25813701341826933,0.02590246952173854,0.31779955243679814,0.010277129872204855,-0.1135668276379126,0.4540682619476162,0.22735564667226377,28.351150778035,0.3916903877144449,48.84362188904436,0.10123408721026378,12.623846877716765,0.04746404373255636,5.918745718846122,0.03418323596808298,4.262634736357747,nodewise,43
55.0,55.0,0.7610793249043282,0.7366996641802801,-0.00829770296502473,0.9237662062721046,-0.5225715754280801,0.0010521245446053816,0.4024314954705285,0.008603164312922112,0.2673358971471481,0.07389997922826666,0.06751883301303584,0.6109237111031748,0.42157011785341764,0.05227195063889174,0.30926063080595717,35.80399730646876,0.4272079349207017,49.45909769161684,0.10687652875336517,12.373404715749894,0.00814806529176143,0.9433250750309803,0.012266906342627504,1.4201752111335324,nodewise,44
42.0,42.0,0.8159606062646434,0.7903995793569549,-0.11288890326788004,0.23554246049793043,-0.5027744861223146,0.00010509593538816803,0.48446064742042194,0.008978508693595686,-0.4117383982926544,0.04086102603189961,0.45881306346093814,0.03187539761914357,-0.33071331638534496,0.2393431012402026,0.29568006042983147,31.697376800205728,0.4344626840355255,46.57509668214805,0.09901914183536703,10.615010848638144,0.05296737374096122,5.678187433890221,0.050692601822645456,5.434328235117861,nodewise,45
67.0,67.0,0.5491374912522569,0.5121815479122779,-0.024814184323320505,0.827313698501296,-0.41119845268478616,0.013320104662083802,0.7200722431697354,0.00013977509819540016,-0.031612070447135446,0.8582142442981222,0.6100201897561163,0.0010184798190942517,0.001109243255610494,0.9960292385628043,0.22521294153318888,40.30773223843382,0.2292669588843227,41.03330442255,0.09113794077793735,16.311512511806416,0.007053684300973306,1.2624408533653348,0.006062317928403782,1.0850099738444479,nodewise,46
103.0,103.0,0.3233033094645319,0.288422036756518,-0.04916836480436021,0.6846664520229384,-0.5164565229441185,0.0022909704298290584,0.0617011614162046,0.6975767516010907,-0.428686021651007,0.004802112610854785,0.3474214975742507,0.047759901330618484,-0.34310798483458427,0.11340037059707073,0.09615507319746358,21.880952636918455,0.19550136012659758,44.48809469052601,0.045671534441288575,10.392968865126779,0.07266956904524724,16.536614715678613,0.029448929680202574,6.70136909175014,nodewise,47
40.0,40.0,0.6614267254518913,0.6116365380183459,0.010239275835155624,0.9428441282980613,-0.35429056455655616,0.09247967451662013,0.935709024166812,0.0004286932450619566,-0.24665203957670784,0.3681156704895968,0.7065870895757834,0.030380680333060087,-0.3410489666509534,0.4203676052549412,0.33569232738124205,46.28136623430982,0.2587090107902499,35.667799052498154,0.1082344038270211,14.922104778944245,0.009972166149919082,1.3748466559667387,0.012721429973792331,1.753883278281053,nodewise,48
82.0,82.0,0.34227085246263267,0.2989991980193848,-0.3495403105603405,0.022651119343044677,-0.01906518251588818,0.939281968857227,0.2234082254320989,0.16565377147759985,0.10696977858945887,0.5057007994951497,0.08648042013844083,0.6879205657203887,0.5169789300111457,0.03197451334674366,0.1147519705873486,27.109290751970644,0.1418669414587877,33.514998865937436,0.06274751149150598,14.823628076095059,0.02864519339569266,6.76721168652311,0.07528227015962408,17.784870619473754,nodewise,49
93.0,93.0,0.41943507354278775,0.3860692731716836,-0.03698914052856901,0.7741728450315896,-0.6999333404042121,0.00020950990304997164,0.2990741479721014,0.056017777347221215,-0.026000577618006282,0.8703215153808037,0.6449689346985331,0.0008730160160965027,0.022193814645718346,0.9303300460485915,0.09696658716961465,23.694937924038147,0.21009909350226225,51.340210311050114,0.08160008287227682,19.939949983728518,0.014214392913041496,3.4734558318862656,0.006348968685367662,1.551445949296956,nodewise,50
57.0,57.0,0.6142918365672635,0.5764773107405246,0.05548213252701861,0.7345316937546023,-0.89306063497597,0.0008834204018574219,0.550851098750452,0.024416180667027183,-0.23388569254824157,0.2533020821068513,1.1194121199590668,0.00038364371865078897,-0.3375791012948405,0.3073542866498577,0.1393156149514213,25.277712657296586,0.2386290898846491,43.29735448448968,0.09490154779651827,17.219132663410125,0.06823719429681441,12.38109734200613,0.010056669426049325,1.8247028527974865,nodewise,51
107.0,107.0,0.48592673335188874,0.4604775617356456,-0.07393771909377393,0.4762486204405565,-0.470836160823595,0.004187393846427462,0.6902243479281661,0.0001274451276025149,-0.015681930768602075,0.9231299447924279,0.9283556557250809,3.712817815683196e-07,0.07881236667465383,0.7352209962073242,0.1156636975534775,27.111312284118057,0.13246080584872283,31.04851693946806,0.11441201400211914,26.8179204562623,0.040239260719926895,9.431992807903999,0.023849448797114703,5.590257512247588,nodewise,52
38.0,38.0,0.7228192106549232,0.6795097123197549,-0.25455897666249894,0.30773780746286095,-0.37502365874343896,0.24019944686667818,0.44947002722959384,0.15520331940292456,-0.19545201273296028,0.40018756381586684,0.3865657096528946,0.440833045800358,0.10886146277050318,0.8238384943703623,0.2383499507659853,30.661699524223756,0.3217028474685538,41.38434270058872,0.08372870311752478,10.770987484126024,0.0821302757264013,10.565363357834359,0.05144223285722338,6.617606933227147,nodewise,53
65.0,65.0,0.35984667817717897,0.3055963966667704,-0.5583578146547965,0.00566589829000668,0.32682446828379297,0.3027818730483976,0.27562907938128145,0.18016081707545134,-0.1874870726698836,0.4569961450788693,0.08870890866286861,0.7429277352673093,0.47412677869228287,0.16865209154354613,0.08299334850977308,18.017661119821355,0.1462478111088602,31.75005644897907,0.03837071639344736,8.330192446934428,0.08925281759722203,19.376577163489262,0.10375751455550469,22.52551282077589,nodewise,54
63.0,63.0,0.4522931024528384,0.40424863775571895,-0.5807948182535898,0.020612818177349727,0.1635747449128023,0.6698693392045292,0.2018384510718595,0.2530349366000376,-0.1760386792189732,0.33838656995350946,0.36312957634897947,0.2359205900202702,0.5286505214995085,0.16089951398549684,0.06178117629324309,12.309820309891375,0.1650452223587227,32.885049332803725,0.07153523783395149,14.253304588789359,0.104529118922083,20.827293170571057,0.0989945259197842,19.724532597944474,nodewise,55
75.0,75.0,0.38691234787945394,0.34248570642144327,-0.5081488177006842,0.005490054459275908,0.45064551220657323,0.13643819518966474,0.3104706495678846,0.027220701375577024,0.15770517711564752,0.2707238766411874,-0.10562432465593616,0.6672051172568286,0.7103491806935707,0.004834177213067428,0.14403967167753884,27.29158767154592,0.12989574229986267,24.611698970499983,0.0752821807323733,14.263919180281743,0.03547407290215637,6.721368907611734,0.14308880969505194,27.111425270060614,nodewise,56
120.0,120.0,0.5272628846506008,0.5065288006440483,-0.06291781252442985,0.5215534943226028,-0.6572354200442188,4.366263021463248e-05,0.528489351404124,1.210331145318388e-05,0.14436663465015967,0.1693343751363849,0.6492986875818547,3.136653288743815e-05,0.21088731978047887,0.16049294835252703,0.21130797103247229,36.41342202831549,0.22275804543845557,38.38654395818632,0.11994225969784028,20.66892271061609,0.007459577045980048,1.2854637039994317,0.01883457172119124,3.245647598882672,nodewise,57
140.0,140.0,0.30210823274000265,0.2760674951556744,0.011110300738153538,0.9135448937161876,-0.7847300336688228,4.582410776831939e-05,0.2695529967996676,0.04697915382770334,-0.11000592675918547,0.3445135821230506,0.686978296386706,0.00024178971937836367,-0.11636124664063577,0.43556787952968734,0.08044151517024917,23.950027909784787,0.1727040293848799,51.41954766945936,0.06347720305072685,18.89920623054414,0.016755491648018594,4.988649104419501,0.002494084040516209,0.7425690857922088,nodewise,58
