n_edges,n_obs,R2,R2_adj,B_Intercept,p_Intercept,B_caliber,p_caliber,B_myelin,p_myelin,B_length,p_length,dom_caliber,domfrac_caliber,dom_myelin,domfrac_myelin,dom_length,domfrac_length,level,key,bin
3667.0,3667.0,0.49125261269452736,0.49083594816765963,1.0408340855860843e-17,0.9999999999999993,0.6586207170979729,1.9710853242199683e-177,-0.11620313302012576,1.717764578723088e-16,0.025840857985163425,0.25429197249118457,0.3034519168964753,52.88346320905146,0.09543191376957955,16.63120191303544,0.17492865906615473,30.485334877913083,global,global,"(0.011800000000000001, 0.0181]"
3666.0,3666.0,0.10281928582684996,0.10208429343402659,3.400058012914542e-16,0.9999999999999827,0.4112858576258906,4.819653211560147e-84,-0.03231468219827269,0.04096427960975238,0.20820851607968358,1.8958196357472437e-23,0.08758972741324178,84.60141747588644,0.001521051056189049,1.4691571626849642,0.014421443597896932,13.929425361428601,global,global,"(0.0181, 0.0186]"
3666.0,3666.0,0.08172673795529939,0.08097446603117764,2.7972416050126014e-17,0.9999999999999987,0.33264603967482875,8.269181359122068e-56,-0.03750988719674342,0.019113907803115768,0.09595637930950034,4.34926149352648e-06,0.06987345086430519,84.34374866533916,0.0025560240525716593,3.0853585676100757,0.010414188033830374,12.570892767050774,global,global,"(0.0186, 0.019]"
3666.0,3666.0,0.07031763045382922,0.06955601190968985,6.426066276321585e-16,0.9999999999999678,0.32636792712791335,5.4504329243825275e-59,-0.01215870288107132,0.44719684318600816,0.16306690028688275,2.640838825747505e-16,0.061077099750243224,86.7217717918684,0.0002642558656248961,0.3752099717749552,0.009087440392621882,12.903018236356639,global,global,"(0.019, 0.0193]"
3667.0,3667.0,0.061395765253212886,0.06062704761623772,3.165870343657673e-17,0.9999999999999984,0.2802904571902809,2.7782666780181576e-45,0.05908888577053248,0.0002750533418903569,0.23538828431657882,1.3676174083162942e-32,0.03566449919334452,58.602989801996145,0.003232550504632059,5.311644030956743,0.021960765430305007,36.08536616704712,global,global,"(0.0193, 0.0205]"
