n_edges,n_obs,R2,R2_adj,B_Intercept,p_Intercept,B_caliber,p_caliber,B_myelin,p_myelin,B_length,p_length,dom_caliber,domfrac_caliber,dom_myelin,domfrac_myelin,dom_length,domfrac_length,level,key
18332.0,18332.0,0.3287746533443626,0.32866478450761194,5.204170427930421e-18,0.9999999999999993,0.5750021603143616,0.0,-0.22521331657791638,8.234817311115553e-151,0.2380721170129971,5.8989076795481425e-123,0.2052351867128876,52.048027026963325,0.1155703531711626,29.308857617009426,0.07351331990013743,18.643115356027245,global,global
