n_edges,n_obs,R2,R2_adj,B_Intercept,p_Intercept,B_caliber,p_caliber,B_myelin,p_myelin,B_length,p_length,dom_caliber,domfrac_caliber,dom_myelin,domfrac_myelin,dom_length,domfrac_length,level,key
83.0,83.0,0.46404999250253065,0.443697460572247,-1.0061396160665481e-16,0.999999999999999,0.8355893805173298,3.4274609404992594e-06,0.059550409145896516,0.6463578295921759,0.14066019043339184,0.33185428102661985,0.31237376777788706,55.593833575815786,0.11973339310815179,21.30921036447392,0.12977847945550908,23.09695605971028,nodewise,28
122.0,122.0,0.4360939713970623,0.42175737744953,4.5102810375396984e-17,0.9999999999999996,0.8360091692630282,3.9448991773995827e-10,-0.2393461979653945,0.0982264981301953,0.6181433429884106,4.2117066317884495e-06,0.2698763721957917,61.77691546000502,0.08871082505742156,20.306635573060678,0.07826914331709617,17.916448966934297,nodewise,29
111.0,111.0,0.5273518364372565,0.5141000187672731,-1.7867651802561113e-16,0.9999999999999978,0.9230698786073319,3.76215229755166e-13,-0.215115382687604,0.10479077129236182,0.6015873421512385,3.649116922695495e-06,0.35752536587487527,65.18216423070197,0.10293264240511063,18.76614372670315,0.0880438251502002,16.05169204259488,nodewise,30
127.0,127.0,0.3579852156302543,0.34232631845050443,-1.9081958235744878e-16,0.9999999999999979,0.8202352393660745,4.757800124556937e-10,-0.3055184915307356,0.01741852612753173,0.753645657368104,3.404140416223607e-07,0.221455889073004,60.46137823005806,0.0595010811690414,16.244848528154783,0.08531964394685898,23.293773241787154,nodewise,31
74.0,74.0,0.5667260083447487,0.548157122988095,-9.75781955236954e-18,0.9999999999999999,0.6704753207026416,3.647589414296845e-05,-0.34214420991838423,0.009848103523301493,0.2631454709260954,0.07155604874840463,0.31802257211883844,44.406751165790084,0.24230030126529506,33.83335061406656,0.15583528673777963,21.759898220143363,nodewise,32
120.0,120.0,0.5281368969458126,0.5159335408323422,3.0357660829594124e-17,0.9999999999999996,0.2901507799765874,0.025844220878971296,-0.6408670649695192,1.491476867849622e-07,0.23910389686533196,0.02521537197639454,0.20821691182194618,32.853421762908894,0.31377989053135097,49.5096339396352,0.11177861782841586,17.636944297455912,nodewise,33
91.0,91.0,0.6848879945230211,0.674022063299677,-3.469446951953614e-18,1.0,0.5582718589275527,1.3818912350365875e-07,-0.3994350339604201,1.9332064728135046e-06,0.03732068284678036,0.708531933163079,0.3519989122189602,41.31380381885614,0.2959953288072249,34.74071231797635,0.20401859652885856,23.945483863167507,nodewise,34
100.0,100.0,0.4024038079666008,0.38372892696555705,-1.7694179454963432e-16,0.9999999999999982,0.5063516669266265,0.00036856502926198076,-0.054041989883555824,0.6252819723015678,-0.10792114058518118,0.44676942045484236,0.2398657621443246,48.08459676724814,0.10478043815859778,21.004769805038908,0.15419496354292767,30.910633427712952,nodewise,35
67.0,67.0,0.6861666837997313,0.6712222401711472,3.8163916471489756e-17,0.9999999999999996,0.4943913624339025,0.0003652307352938091,-0.39807043514527224,0.0006039059980915456,0.009328163288216187,0.9385354669901478,0.34427221992918094,38.82530216549263,0.32359067430470295,36.49294070372567,0.2188583950473238,24.681757130781687,nodewise,36
90.0,90.0,0.5122575975231425,0.49524332766929857,5.0306980803327406e-17,0.9999999999999994,0.33698511710708007,0.009678957996021417,-0.4776060364235856,0.00031913440163469815,0.07011734540265695,0.5507638987100364,0.23396405940947834,36.32468518046185,0.27566079921234843,42.79841858299285,0.1344662277761411,20.8768962365453,nodewise,37
80.0,80.0,0.5833208356484759,0.5668729738977578,2.42861286636753e-17,0.9999999999999998,0.47996414107742924,7.881152078989603e-05,-0.5467565604829904,2.14171347835784e-05,0.2644861994732959,0.028724317344902398,0.2830996271504507,39.85556471263108,0.29878796389459794,42.064213048319694,0.12842633673811577,18.080222239049228,nodewise,38
48.0,48.0,0.5850328802055756,0.5567396674923195,-6.245004513516506e-17,0.9999999999999996,0.5800384731858086,0.007041195155608484,-0.5031402685171791,0.000232521002498105,0.24926590291631015,0.24738915939439765,0.2544132207064282,34.34070646262224,0.313547073579708,42.322596231898224,0.17288998782247872,23.336697305479543,nodewise,39
107.0,107.0,0.49213134199900366,0.4773390509892659,8.673617379884035e-17,0.999999999999999,0.5793509704619573,1.741153403287321e-05,-0.45515685404861705,4.845973342934443e-06,0.3075714164724279,0.020959805803119333,0.236335922053379,38.827797391046154,0.2496605794389214,41.01691486745795,0.12268062657955625,20.155287741495904,nodewise,40
49.0,49.0,0.6993322293518842,0.6792877113086765,3.469446951953614e-17,0.9999999999999997,0.5552447050586151,0.0009563847024133385,-0.7048153047690359,1.935502067807987e-06,0.5853843819212213,6.454773730772848e-05,0.2454258383700038,33.228325988935524,0.37974540235209225,51.41391837941471,0.11343304061222853,15.35775563164977,nodewise,41
70.0,70.0,0.6638862103058103,0.6486083107742562,-7.979727989493313e-17,0.9999999999999991,0.4400757044000968,0.009275832968809352,-0.6663836381521416,3.372295006037931e-07,0.3722859660621206,0.004771094098141154,0.23603610562637778,32.384942704550696,0.39019108901333815,53.53552172871915,0.10261802142179105,14.079535566730142,nodewise,42
89.0,89.0,0.6279973640884018,0.6148678592915218,1.0061396160665481e-16,0.9999999999999988,0.5307535938199881,0.00011718672468365873,-0.631978917530841,4.277292174563613e-09,0.4265403015870081,0.0005248734407715055,0.23784448004016956,32.89957226870875,0.3691099659381204,51.05672411413917,0.11598650321571158,16.043703617152076,nodewise,43
55.0,55.0,0.7417501793612938,0.72655901344137,-1.0668549377257364e-16,0.9999999999999989,0.43691172709738635,0.004935333016191026,-0.6075758234917883,3.421483462278428e-06,0.2235823536092003,0.04241716213497426,0.3022157095616674,36.99147189219007,0.41754336214918464,51.107679237172235,0.09722845028465305,11.900848870637708,nodewise,44
42.0,42.0,0.7730950897726722,0.7551815442284094,1.0408340855860843e-17,0.9999999999999999,0.6408267657088356,0.0001439402377713125,-0.5896009048756058,6.528153733520221e-06,0.4282212913463631,0.001602694909868762,0.32128088763118157,37.64876747975261,0.4130299257895399,48.400226209785494,0.11905281343363827,13.9510063104619,nodewise,45
67.0,67.0,0.5482295620617672,0.5267166840647084,-5.551115123125783e-17,0.9999999999999996,0.7300159585235771,5.755592157010021e-05,-0.4387435585535492,0.0013883362578017526,0.622290362705698,3.0280219460053955e-05,0.23082120258475847,41.42126462225397,0.22881299428907792,41.06088816506328,0.09761871341212225,17.51784721268274,nodewise,46
103.0,103.0,0.2427052714422141,0.21975694633440246,5.856426454897701e-15,0.9999999999999467,0.2514477545663574,0.08755330493305978,-0.5271877252663627,0.0002633977010871991,0.34539455765795635,0.027058199586212174,0.07640293016582717,27.22990228958394,0.15520234111543862,55.313907130466355,0.0489793938904966,17.456190579949705,nodewise,47
40.0,40.0,0.6530989908422367,0.6241905734124231,-1.5959455978986625e-16,0.9999999999999987,0.8493701823383653,0.00017914672914449666,-0.3121666184608642,0.06677974940409145,0.5006778559945306,0.0023271272244084584,0.34093727570124754,48.333670318315505,0.2545451434854225,36.086112969159586,0.10990012978158653,15.58021671252491,nodewise,48
82.0,82.0,0.26531057028321015,0.23705328452487207,1.3877787807814457e-17,0.9999999999999999,0.3833263037464064,0.01585266201835941,-0.46190213347267045,0.03009439129892462,0.429642205364862,0.01817687612700626,0.1308961554990724,45.88653775984329,0.10338680036907644,36.24294618063573,0.050977518966855206,17.87051605952098,nodewise,49
93.0,93.0,0.41761478301407884,0.3979838206437668,-3.226585665316861e-16,0.9999999999999969,0.3252556441350144,0.021263880481057137,-0.7450526141823992,1.186639786370997e-06,0.6778315191873325,1.3987055422960963e-06,0.10237975786353615,25.19288690799825,0.20918894823790773,51.475737248619865,0.09481488239881869,23.33137584338188,nodewise,50
57.0,57.0,0.6041353387134754,0.5817279050557476,6.938893903907228e-18,1.0,0.5094605785864729,0.013495420430078448,-0.8400089642980005,2.9980349895979473e-05,0.9441528516579955,7.024207527803054e-08,0.140273638102566,26.625637578381887,0.23355084095775502,44.3307818317271,0.1530122499743224,29.04358058989101,nodewise,51
107.0,107.0,0.479646876486151,0.4644909602673011,2.7755575615628914e-16,0.9999999999999969,0.7703563945848337,3.4116762766805632e-06,-0.5532127755712523,9.178476348122085e-05,1.0188801576936177,8.120389742491884e-12,0.13608054085445181,32.64191592024993,0.1293208774158539,31.020461712128427,0.15148753269360543,36.337622367621655,nodewise,52
38.0,38.0,0.6839744501878287,0.6560898428514605,-2.6020852139652106e-18,1.0,0.6253338556337058,0.005420874459844446,-0.7157082893155695,0.001282576348804056,0.7186957148202813,0.00012247303455068935,0.2701516305157795,37.745435145271735,0.30228046723500657,42.234458292617774,0.1432879077970124,20.02010656211049,nodewise,53
65.0,65.0,0.2109874231449872,0.17218352592260944,2.8796409701215e-16,0.999999999999998,0.463099747562314,0.0328891984359174,-0.39008579121918224,0.1187743693414436,0.5171820325344044,0.025778174207770083,0.10178447542814911,45.48918381238644,0.07181818359276448,32.09674698209905,0.05015267553937319,22.414069205514505,nodewise,54
63.0,63.0,0.31078074733745675,0.27573570059190367,-6.938893903907228e-17,0.9999999999999996,0.34060203388069166,0.038454261613128336,-0.7448662637072063,0.0022301012175010393,0.860731244302563,0.00010657276593166333,0.0803245493798525,29.161910896393078,0.09428904480103184,34.231735431103324,0.10082977324874293,36.606353672503595,nodewise,55
75.0,75.0,0.27837859229431294,0.24788754689829806,-1.1796119636642288e-16,0.9999999999999991,0.5295711543044634,0.00013251461954294245,-0.3952372800167695,0.037868122720085017,0.43946642775360656,0.030965442223459146,0.19518973613538598,60.649723542095494,0.07562886450729217,23.49954364910028,0.051012604407926154,15.85073280880423,nodewise,56
120.0,120.0,0.5183318333566913,0.5058748980124678,7.979727989493313e-17,0.999999999999999,0.5690852079405562,3.1823984610555946e-07,-0.7285882005165343,4.0599374655264495e-08,0.757305381906574,3.670353047963823e-09,0.22153956464942692,39.64545052008333,0.21829251979150083,39.064377985905935,0.11896990101564031,21.290171494010746,nodewise,57
140.0,140.0,0.29742123664935183,0.28192317569308756,-1.0061396160665481e-16,0.9999999999999989,0.28477506861161217,0.027813555270374872,-0.7647592549998534,3.2829423983424916e-07,0.6557880628916073,1.4141535146629308e-05,0.07899946464255869,24.314577990304034,0.17036053133955453,52.4338290704532,0.07554576497356302,23.251592939242773,nodewise,58
70.0,70.0,0.5973355863159747,0.5790326584212463,-2.393918396847994e-16,0.9999999999999976,0.73356705731449,0.00022683337648737306,-0.6975287372087297,0.00015081639006442435,0.9802909080301438,5.095833836844244e-09,0.18898895770972635,34.23647581100919,0.2072299909067447,37.54094766685559,0.15579159929440478,28.222576522135206,nodewise,59
110.0,110.0,0.4471009077171353,0.43145282019969566,-1.3183898417423734e-16,0.9999999999999986,0.7478415310905675,5.821130033238775e-07,-0.5892172418771477,1.3739524583547017e-05,0.9856754397781995,1.3661451632973593e-10,0.15520764690053246,36.18523010410047,0.1370403448098943,31.949691329765812,0.1366774191658316,31.865078566133718,nodewise,60
103.0,103.0,0.3026331613580744,0.28150083291437966,8.326672684688674e-17,0.9999999999999992,0.5285516207031876,6.03688102834521e-05,-0.41472177707789165,0.008679083044821592,0.45489903988189145,0.005778488675708347,0.1808740093359958,51.082724925407966,0.1080349434545127,30.51140027845114,0.06517162846296165,18.405874796140896,nodewise,61
85.0,85.0,0.4710074444319343,0.451415127559043,-6.938893903907228e-18,1.0,0.6310615718754921,0.00014365519099571202,-0.5788582782386956,0.0014837325089228695,0.7436317852165572,2.5910374767102145e-06,0.2012821098440592,42.72695906371406,0.16171563888266483,34.32802591276058,0.10809149856538752,22.945015023525357,nodewise,62
104.0,104.0,0.3785520313096701,0.3599085922489602,-2.1423834928313568e-16,0.9999999999999978,0.6110443906270115,2.826532380353569e-05,-0.6394902426784758,0.00017158914096802413,0.8105500241278689,3.8529254873969415e-06,0.17084222507930663,41.73742100856393,0.13876462700669928,33.90073885882951,0.09971940945816626,24.36184013260657,nodewise,63
112.0,112.0,0.4930689560757092,0.47898753818892337,4.3021142204224816e-16,0.999999999999995,0.7880933776654986,1.0342590613027328e-11,-0.4663316243131004,0.0014072561911067784,0.7678979387084643,1.7309094565599916e-07,0.30738888907929696,61.71541874289744,0.09902308347040428,19.88117098146762,0.09166273121251373,18.403410275634936,nodewise,64
121.0,121.0,0.47943419897269945,0.4660863579207174,2.931682674400804e-16,0.9999999999999964,0.7780315272957247,2.9208757890049654e-12,-0.5144705932134378,1.9976015094309317e-05,0.6998380415913981,5.649905585004259e-07,0.30895056896614337,55.43256970693916,0.14218480741177886,25.51110125641125,0.106209467275372,19.0563290366496,nodewise,65
101.0,101.0,0.3778378273795968,0.35859569832948135,3.608224830031759e-16,0.9999999999999964,0.5908729080292591,0.00014951240017692,-0.5747125551229486,0.0010741239754945917,0.7224040855944376,1.6810292508939444e-05,0.16974595154280991,42.35072750861129,0.1376140550216891,34.333987306370375,0.09344999488894706,23.31528518501833,nodewise,66
108.0,108.0,0.4365337136430356,0.42027987845966175,6.696032617270475e-16,0.9999999999999928,0.5162497110373652,0.00010217542251835298,-0.8709141648446036,9.112979383714185e-08,0.9796512077671663,3.69330384675462e-09,0.13634791874785596,30.32339358426901,0.18611311285349275,41.391032764397664,0.127184943440804,28.285573651333333,nodewise,67
80.0,80.0,0.4838306585217522,0.4634555529370845,1.0408340855860843e-16,0.999999999999999,0.6368240894702257,7.795857828613332e-06,-0.6601046402368921,0.0003417059675716175,0.8440709413466518,1.1739944746694622e-06,0.22507281956773217,47.09928512364818,0.14251746323765202,29.82355065805361,0.11027858288303555,23.07716421829821,nodewise,68
73.0,73.0,0.46970257243049107,0.4466461625361646,6.591949208711867e-17,0.9999999999999993,0.6869947019180991,0.00012685074646224382,-0.1497117020072323,0.27754716403357715,0.15573078939276092,0.30743692546671386,0.2909571745825752,49.7944598554215,0.1634226358295039,27.968177416329432,0.12993654812935507,22.237362728249067,nodewise,69
144.0,144.0,0.21852549878099192,0.20177961661201327,-5.204170427930421e-17,0.9999999999999994,0.4939926072835376,0.00012990583848803628,-0.2551033428980865,0.028483413770166673,0.3417391735685893,0.008248211441135125,0.12791885616766097,50.88540194048458,0.07835637255215189,31.169724553264107,0.045110927799643374,17.94487350625132,nodewise,70
166.0,166.0,0.06680304820107819,0.04952162316776476,2.42861286636753e-17,0.9999999999999998,0.05176569348808251,0.6489459110666891,-0.17774126656324946,0.08292659540487061,-0.060894919497546496,0.5793843419608542,0.02178896095543209,26.468680529954707,0.03916046718736249,47.57114841346581,0.021370357049268318,25.960171056579483,nodewise,71
111.0,111.0,0.4328866701214571,0.4169862963865447,-1.942890293094024e-16,0.9999999999999979,0.06021330914325198,0.5925579977801944,-0.2641679321148219,0.007926551618277638,-0.4300277781905897,3.347032346481971e-05,0.13713614826238202,25.810222436264635,0.15921169812160302,29.96503398295615,0.23497709124886146,44.22474358077922,nodewise,72
60.0,60.0,0.45918293738647986,0.43021059474646983,1.3877787807814457e-17,0.9999999999999999,1.0483452997692306,2.155166049069226e-05,0.11525221905815966,0.5772769188696951,0.3903551826243912,0.026542477748499185,0.3031640613259688,57.833736565214856,0.12705686576912084,24.23827307087128,0.09397840590860274,17.927990363913867,nodewise,73
90.0,90.0,0.3922262183868067,0.37102480740029997,-1.3877787807814457e-17,0.9999999999999999,0.7596911842475995,1.007672735298278e-05,-0.2451591635837712,0.07044277960488554,0.5045828033145621,0.0006993384984088141,0.22545220671606264,51.99050644068879,0.12696901307462427,29.279745752667512,0.08121988538542907,18.729747806643697,nodewise,74
80.0,80.0,0.4096769237854281,0.38637469709274763,2.1423834928313568e-16,0.999999999999998,0.7271664054172033,0.00022800809909877623,-0.35169181389741516,0.06837635265259914,0.5414490381146899,0.0029990926385364885,0.2251858354952061,47.34289816763615,0.14960605806363214,31.45306345131455,0.10085671311886679,21.204038381049298,nodewise,75
47.0,47.0,0.7246640474382413,0.7054545623757931,1.6653345369377348e-16,0.9999999999999983,1.178314609543093,4.192411936774516e-09,0.07434395031983233,0.5835901759140216,0.41347419271513675,0.0015954722269288925,0.4967062582577015,60.900833491417686,0.18906307831525415,23.18090191220905,0.12982912042960532,15.91826459637327,nodewise,76
55.0,55.0,0.5829012662485287,0.5583660466160891,1.97758476261356e-16,0.9999999999999982,1.0974754560007538,3.5280704937310857e-07,0.15475960190056953,0.39886724025208264,0.29772530637153327,0.061185278774307635,0.40671745116099933,60.12477082009132,0.15378119823688235,22.73337245313215,0.11595707028877117,17.141856726776545,nodewise,77
83.0,83.0,0.4959614830992538,0.47682077992580774,2.2898349882893854e-16,0.9999999999999978,0.5703279924007407,0.0006723562408890773,-0.469366131363676,0.0056498340934336725,0.3698590273889508,0.021582687968294503,0.2577597405330408,41.18967481890803,0.2308122573702746,36.88350168897326,0.13721526957643843,21.926823492118714,nodewise,78
89.0,89.0,0.40108935698373205,0.37995133428904015,0.0,1.0,0.7571671474044679,7.937040581641336e-06,-0.36422024727731334,0.018867590656653235,0.6800536149906284,2.2210608855893348e-05,0.20735241704222107,49.57866959956913,0.11790492259238111,28.19146882758624,0.09297174702088784,22.229861572844626,nodewise,79
81.0,81.0,0.4289524840577791,0.40670387954054976,-1.1622647289044608e-16,0.9999999999999989,0.18368241797333532,0.28850535229792434,-0.8288466521475434,1.622241332207257e-05,0.45133551341779304,0.0074792647754045715,0.13831518984035307,27.433169534394942,0.2649894624076144,52.557501858233394,0.10088495539812442,20.009328607371664,nodewise,80
184.0,184.0,0.2834257987209772,0.27148289536632686,-1.214306433183765e-16,0.9999999999999984,0.6789121055953684,4.98031784506138e-09,-0.18408725941074877,0.09118891803953584,0.4024442091938997,0.0013065782531847922,0.19566633552753893,59.04151362054032,0.07226370480890476,21.805276315123518,0.06347463330570924,19.15321006433616,nodewise,81
143.0,143.0,0.29432703985035025,0.27909668819244404,1.0061396160665481e-16,0.9999999999999989,0.18661827899964917,0.15447642772505157,-0.7348707184834373,8.964283516268684e-07,0.4734549099564756,0.0011235884212898357,0.08421022142618295,24.678108016487418,0.186200554112687,54.56674153446629,0.07082373632047595,20.75515044904629,nodewise,82
168.0,168.0,0.2823298886786809,0.2692017768862177,-8.673617379884035e-17,0.9999999999999989,0.5320334292176185,1.1966944571940328e-05,-0.23542875547655676,0.043816800584459165,0.2657366692927625,0.02746163400510915,0.17193832250697494,49.82650460202394,0.10552245276122496,30.57965729490433,0.06761324483472914,19.593838103071736,nodewise,83
162.0,162.0,0.30928673022827124,0.29617192130855485,-5.551115123125783e-17,0.9999999999999993,0.38369212262117935,0.001495009624052969,-0.6209015144304625,3.666528100277238e-06,0.5330713088867296,0.00010287709698043029,0.12171221535844828,33.43889305754724,0.16399218326417303,45.05477993555998,0.07827958598173007,21.50632700689278,nodewise,84
