n_edges,n_obs,R2,R2_adj,B_Intercept,p_Intercept,B_myelin,p_myelin,B_caliber,p_caliber,B_myelin_x_caliber,p_myelin_x_caliber,B_length,p_length,B_myelin_x_length,p_myelin_x_length,dom_caliber,domfrac_caliber,dom_myelin,domfrac_myelin,dom_length,domfrac_length,dom_myelin_x_caliber,domfrac_myelin_x_caliber,dom_myelin_x_length,domfrac_myelin_x_length,level,key
586.0,586.0,0.3982077262839252,0.3930198618553383,-0.11291358669421282,0.013381421544891652,-0.14259857603666493,0.04472701746854942,0.5698825439545216,6.8938035156652585e-18,-0.05624128874233132,0.4019028538374957,0.28705840104840313,2.5200553178703293e-05,0.08912192191409903,0.2708494753317933,0.20579474987569107,43.30983204184927,0.1487538864889667,31.305491725619877,0.07513533240262893,15.812350065937009,0.017964309112034393,3.7806173911629744,0.02752038515505978,5.7917087754308705,rsn_pairs,Control–Control
1708.0,1708.0,0.32024906894771943,0.3182521508188937,-0.1282615442111273,2.415858186630351e-07,0.03306060279680479,0.33687527416096397,0.39022659280792826,7.687146428992846e-27,-0.09296238452438303,0.00550592276654878,0.0017933887319531738,0.9603878688644059,0.10616246092453603,0.022876331759982625,0.1579491974635071,39.15229946081203,0.11489476960138212,28.48000811750648,0.06985054614264713,17.314488101213968,0.02295124358968398,5.689132812649856,0.037776774289619675,9.364071507817672,rsn_pairs,Control–Default
817.0,817.0,0.3729064087756374,0.3690402337372628,-0.12085795824870178,0.0005603778005086175,0.08747168207425692,0.09041770716571425,0.4740110434891159,2.3177139646491544e-19,-0.27240297047676526,8.602475675816705e-08,0.05238628261574087,0.32805245425230545,-0.10807616666607432,0.08586138307345091,0.2020675098213166,41.904356177324935,0.12500005922849,25.922262360382604,0.07375482678759804,15.2951285154026,0.043503068002716194,9.021579263307663,0.03788576252077552,7.856673683582197,rsn_pairs,Control–DorsAtt
210.0,210.0,0.39668901700351755,0.381901983106545,-0.06910376885231169,0.29417457489918103,0.14719100999941373,0.10244512618310157,0.7368350754804348,5.732885586914284e-10,-0.15878618127604224,0.08937511878638532,0.21319895410582732,0.07956363211619012,0.01515034932250937,0.885131805737241,0.24840417349896426,61.747394281436776,0.017569459103416618,4.367351414789204,0.0747618176655086,18.58401719892316,0.023585444027899194,5.862782783315524,0.0379700467061419,9.43845432153534,rsn_pairs,Control–Limbic
804.0,804.0,0.28764332159161243,0.2831799338822867,-0.08176725386756988,0.0369774647745421,-0.01649414571149814,0.783717086023717,0.3701786475759348,1.285265245248777e-13,-0.135097050094008,0.0010333754293015225,4.013452974698352e-05,0.9994543544620091,0.011332189580698827,0.8455186156535799,0.1584015258386584,44.30370860887429,0.09047446024028949,25.30502216950688,0.06185953237597519,17.30164329261515,0.019095485850168237,5.340862951739739,0.027704585406081672,7.74876297726394,rsn_pairs,Control–SalVentAtt
703.0,703.0,0.04445166628155062,0.037596943658032456,-0.06591687047133606,0.11326656192447408,-0.017475747855144892,0.6865755779622382,0.14260407046246032,0.012249031203074405,-0.0030161452700914436,0.9562053926108731,-0.0009794113175118728,0.9873337319026777,0.13654786039822078,0.018790358345943423,0.016325991723361355,27.67421044679381,0.012234792035656583,20.739212374034285,0.007088105122319166,12.015056490771695,0.005818390122203421,9.86276089268111,0.017526244062816,29.708759795719097,rsn_pairs,Control–SomMot
328.0,328.0,0.41704112629661394,0.4079889698726483,-0.13501490049917952,0.003899876476520064,-0.0892862189469435,0.11066425145499251,0.3094930819499619,7.945806660506142e-06,0.040996026037672946,0.5005754473430786,-0.009962817431556617,0.8790493511032799,0.34520634180309046,1.889470866274448e-05,0.15530327637240787,29.023860517081353,0.16862893765808817,31.514227388196314,0.0922938087353195,17.24833302872943,0.03157824365745504,5.9015016340712485,0.08728401475492614,16.312077431921658,rsn_pairs,Control–Visual
1400.0,1400.0,0.33643375519191654,0.33405367540422615,-0.1369706662668982,3.2889863445390744e-06,0.17207134304259042,9.709104730091254e-06,0.5516494813379968,2.7941160216756517e-32,-0.1642130121701548,0.0004055061678624134,0.04784657554149194,0.28579863802503525,0.03313889980136166,0.5876656487638652,0.18644204635054684,45.03898324940338,0.08421024308072195,20.342748869049295,0.08434020903906891,20.374144869766727,0.020876860973598366,5.0432432495518045,0.03808769042578225,9.200879762228789,rsn_pairs,Default–Default
1046.0,1046.0,0.22384985619944886,0.2201183651234847,-0.08501280515231081,0.006114037399289529,0.08070752168733653,0.03514718323840185,0.29646273127025163,3.905656814707436e-10,-0.1844808193232534,1.3560849130417876e-06,-0.06493213208594349,0.13858866497702804,-0.045492212468842365,0.33497673276607165,0.12124835370137971,42.69312115302483,0.05584353168647538,19.66323328212204,0.05582586610201351,19.65701300024071,0.02807531284235354,9.885682535036633,0.02300667714085869,8.100950029575783,rsn_pairs,Default–DorsAtt
471.0,471.0,0.3709541466361034,0.3641902127289647,-0.0035541484451253056,0.9373835369995064,-0.20694103796618343,0.00012315625482768394,0.7263697486251474,6.388476749399624e-25,-0.25258109653837435,2.438439986012899e-06,0.47739925669970257,1.6699496414438438e-10,-0.1999083238310503,0.004937973134504994,0.23270104290279547,51.750225346982226,0.07852747246535796,17.463670748174362,0.06612494889881149,14.705482037743241,0.03810624256124734,8.474421150295692,0.03420218612500414,7.60620071680448,rsn_pairs,Default–Limbic
